id,glon,glat
3683,239.73,26.85
3684,262.52,8.
3685,285.98,-14.41
3686,188.81,44.28
3687,244.9,23.37
3688,268.,2.87
3689,219.39,37.66
3690,186.81,44.47
3691,277.65,-6.57
3692,267.58,3.35
3693,277.09,-5.98
3694,264.14,6.8
3695,291.43,-18.99
3696,277.12,-5.89
3697,166.6,43.9
3698,159.29,42.77
3699,278.46,-7.01
3700,275.07,-3.63
3701,184.89,44.96
3702,242.49,25.86
3703,272.64,-1.18
3704,246.36,23.03
3705,190.24,44.73
3706,243.1,25.49
3707,192.33,44.64
3708,273.07,-1.47
3709,241.08,27.11
3710,260.66,10.88
3711,215.29,40.
3712,285.44,-13.45
3713,284.25,-12.3
3714,246.41,23.42
3715,259.07,12.64
3716,263.3,8.57
3717,275.75,-3.92
3718,254.81,16.72
3719,137.18,35.8
3720,290.24,-17.59
3721,290.11,-17.49
3722,149.91,40.8
3723,203.02,43.64
3724,241.74,27.4
3725,166.,44.47
3726,266.8,5.51
3727,187.21,45.57
3728,281.06,-8.85
3729,265.17,7.32
3730,269.6,2.86
3731,201.76,44.13
3732,276.21,-3.92
3733,257.26,15.04
3734,275.88,-3.54
3735,263.89,8.9
3736,214.32,41.41
3737,265.15,7.8
3738,237.84,30.73
3739,273.78,-1.01
3740,279.76,-7.16
3741,234.48,33.03
3742,280.78,-8.06
3743,174.22,46.07
3744,241.94,28.63
3745,257.78,15.63
3746,266.22,7.33
3747,160.1,44.12
3748,241.49,29.05
3749,252.94,20.14
3750,239.15,30.65
3751,130.65,32.65
3752,281.11,-8.16
3753,275.18,-1.94
3754,223.66,38.9
3755,224.64,38.5
3756,262.47,11.4
3757,150.64,41.74
3758,234.73,33.7
3759,236.23,32.86
3760,235.72,33.23
3761,283.34,-10.17
3762,237.72,32.08
3763,252.,21.54
3764,191.56,46.65
3765,263.39,10.96
3766,265.13,9.21
3767,254.14,19.89
3768,139.93,37.74
3769,189.47,46.93
3770,256.64,17.66
3771,142.55,38.93
3772,247.99,25.19
3773,206.69,44.86
3774,137.63,36.68
3775,165.45,45.66
3776,281.62,-8.11
3777,288.22,-14.85
3778,168.59,46.19
3779,223.42,39.97
3780,260.7,14.07
3781,260.7,14.07
3782,221.56,40.68
3783,284.74,-11.3
3784,274.31,-0.2
3785,243.89,28.65
3786,266.78,7.91
3787,235.15,34.34
3788,243.78,28.82
3789,260.8,14.2
3790,263.56,11.45
3791,187.47,47.39
3792,199.29,46.46
3793,279.04,-5.15
3794,232.17,36.18
3795,295.18,-21.22
3796,251.46,23.
3797,172.15,46.86
3798,258.55,16.62
3799,164.83,45.85
3800,187.61,47.53
3801,242.3,30.2
3802,246.7,27.
3803,278.21,-4.11
3804,206.23,45.5
3805,241.15,31.07
3806,138.84,37.47
3807,267.13,7.99
3808,252.97,21.98
3809,182.83,47.71
3810,254.38,20.82
3811,182.32,47.76
3812,266.19,9.2
3813,284.97,-11.11
3814,240.18,32.09
3815,188.49,47.81
3816,282.27,-8.21
3817,273.03,2.04
3818,218.36,42.85
3819,274.6,0.42
3820,195.41,47.63
3821,289.55,-15.64
3822,252.17,23.43
3823,264.18,11.89
3824,145.15,40.59
3825,280.02,-5.43
3826,215.91,43.91
3827,227.52,39.73
3828,256.32,20.05
3829,181.86,48.31
3830,256.84,19.71
3831,273.18,2.52
3832,244.,30.55
3833,261.91,14.81
3834,230.16,38.88
3835,264.72,12.
3836,273.64,2.12
3837,276.03,-0.56
3838,142.76,39.82
3839,139.45,38.23
3840,276.56,-1.05
3841,284.08,-9.5
3842,269.65,6.84
3843,133.41,34.91
3844,267.32,9.58
3845,236.49,35.98
3846,245.37,30.18
3847,132.39,34.35
3848,245.65,30.16
3849,248.71,27.81
3850,195.43,48.68
3851,182.53,49.03
3852,224.6,42.06
3853,203.37,47.78
3854,169.53,47.95
3855,161.12,46.36
3856,281.89,-6.57
3857,189.66,49.21
3858,256.29,21.6
3859,147.47,42.17
3860,295.57,-21.04
3861,197.47,48.93
3862,256.7,21.53
3863,279.79,-3.95
3864,279.35,-3.38
3865,148.96,42.93
3866,219.89,44.44
3867,265.1,13.16
3868,278.08,-1.77
3869,213.6,46.44
3870,157.15,45.82
3871,259.89,19.06
3872,275.67,1.41
3873,206.82,48.21
3874,268.11,10.32
3875,277.43,-0.59
3876,229.14,41.59
3877,223.07,44.08
3878,261.83,17.45
3879,234.63,38.99
3880,223.53,44.2
3881,172.78,49.43
3882,223.72,44.16
3883,279.78,-2.92
3884,283.2,-7.
3885,146.34,42.38
3886,271.85,6.67
3887,280.84,-4.12
3888,154.31,45.58
3889,210.95,48.37
3890,285.04,-8.82
3891,285.04,-8.82
3892,267.3,12.79
3893,232.58,41.26
3894,160.87,47.7
3895,279.6,-2.06
3896,222.18,45.65
3897,266.74,13.54
3898,272.95,6.31
3899,241.68,36.39
3900,206.42,49.69
3901,243.56,35.19
3902,292.94,-17.65
3903,251.23,29.44
3904,273.82,5.46
3905,204.05,50.25
3906,234.98,40.57
3907,237.51,39.2
3908,252.72,28.36
3909,245.57,34.17
3910,273.43,6.1
3911,151.35,45.07
3912,273.7,5.87
3913,281.77,-4.18
3914,283.86,-6.77
3915,231.32,42.8
3916,261.1,20.7
3917,166.65,49.63
3918,137.93,38.8
3919,260.31,21.92
3920,279.41,-0.87
3921,257.84,24.51
3922,155.9,47.02
3923,255.24,27.09
3924,276.87,2.51
3925,273.25,7.14
3926,228.26,44.9
3927,276.43,3.32
3928,180.07,51.89
3929,173.16,51.16
3930,270.68,10.82
3931,261.22,21.85
3932,265.93,16.61
3933,261.9,21.17
3934,127.59,31.66
3935,277.3,2.61
3936,201.68,51.82
3937,224.1,46.95
3938,229.31,44.95
3939,156.48,47.6
3940,279.35,0.11
3941,278.2,1.66
3942,198.7,52.34
3943,275.67,5.04
3944,289.82,-13.13
3945,235.37,42.64
3946,259.77,24.14
3947,267.94,15.
3948,285.51,-7.68
3949,288.4,-11.31
3950,230.01,45.26
3951,195.01,52.86
3952,211.17,51.48
3953,281.21,-1.46
3954,160.03,49.46
3955,279.18,1.49
3956,265.09,19.64
3957,281.6,-1.67
3958,162.14,50.15
3959,249.14,35.24
3960,283.45,-4.12
3961,236.44,43.45
3962,261.61,23.8
3963,256.32,29.24
3964,275.34,7.03
3965,261.,24.68
3966,283.41,-3.86
3967,284.58,-5.45
3968,271.42,12.46
3969,220.74,49.99
3970,252.46,33.06
3971,284.49,-5.18
3972,269.3,15.41
3973,234.17,45.35
3974,189.47,54.26
3975,219.53,50.75
3976,276.17,6.73
3977,256.19,30.45
3978,279.02,2.84
3979,195.72,54.37
3980,228.95,47.89
3981,241.11,42.07
3982,226.43,48.94
3983,297.28,-21.29
3984,270.36,14.99
3985,251.36,35.23
3986,255.27,31.8
3987,180.1,54.43
3988,252.65,34.57
3989,249.45,37.19
3990,279.15,3.4
3991,253.29,34.08
3992,269.69,16.36
3993,185.68,54.9
3994,253.01,34.5
3995,287.29,-8.02
3996,249.63,37.33
3997,296.93,-20.72
3998,225.08,50.28
3999,284.85,-4.51
4000,248.7,38.16
4001,273.45,11.77
4002,289.05,-10.29
4003,265.45,22.43
4004,236.56,46.03
4005,258.87,29.82
4006,203.65,55.08
4007,283.5,-2.12
4008,150.91,47.77
4009,283.08,-1.48
4010,279.79,3.41
4011,264.63,23.84
4012,213.71,53.85
4013,268.58,19.1
4014,196.1,55.82
4015,273.12,13.23
4016,136.52,39.75
4017,279.38,4.27
4018,284.27,-2.92
4019,273.13,13.28
4020,279.69,3.84
4021,138.45,41.12
4022,285.3,-4.33
4023,274.33,11.88
4024,199.96,55.9
4025,288.01,-8.19
4026,144.61,45.02
4027,201.09,55.88
4028,219.37,53.09
4029,271.08,16.52
4030,210.07,54.94
4031,210.23,54.95
4032,206.9,55.4
4033,175.87,55.09
4034,253.23,36.27
4035,225.42,51.54
4036,275.02,11.15
4037,290.16,-11.18
4038,281.73,1.34
4039,210.81,55.01
4040,260.84,29.29
4041,203.42,56.08
4042,250.79,38.76
4043,284.58,-2.69
4044,169.34,54.28
4045,279.8,4.58
4046,166.68,53.77
4047,140.5,42.89
4048,208.23,55.77
4049,266.85,22.93
4050,285.48,-3.8
4051,158.57,51.58
4052,157.93,51.4
4053,271.81,16.67
4054,217.12,54.48
4055,255.04,35.83
4056,274.65,12.65
4057,216.55,54.65
4058,216.55,54.65
4059,248.44,41.16
4060,252.21,38.47
4061,282.76,0.66
4062,126.85,31.76
4063,282.28,1.64
4064,241.02,46.28
4065,287.53,-6.46
4066,278.33,7.82
4067,178.39,56.39
4068,259.77,32.01
4069,177.9,56.36
4070,224.49,53.21
4071,263.97,27.59
4072,143.54,45.22
4073,263.18,28.54
4074,282.99,0.89
4075,191.68,57.53
4076,261.4,30.72
4077,236.37,49.21
4078,199.69,57.54
4079,237.48,48.77
4080,275.25,13.07
4081,192.02,57.75
4082,248.33,42.58
4083,268.56,22.64
4084,128.03,33.13
4085,241.65,46.96
4086,273.35,16.22
4087,275.64,12.96
4088,233.95,50.92
4089,289.1,-8.11
4090,191.85,58.11
4091,284.35,-0.51
4092,251.72,40.89
4093,276.18,12.69
4094,259.99,33.65
4095,284.81,-0.95
4096,177.3,57.27
4097,218.32,56.05
4098,165.08,54.91
4099,276.47,12.55
4100,186.28,58.28
4101,233.13,51.94
4102,293.16,-14.02
4103,170.89,56.38
4104,269.88,22.39
4105,293.15,-13.96
4106,142.91,45.63
4107,283.07,2.32
4108,144.32,46.59
4109,249.25,43.76
4110,284.59,0.01
4111,280.35,7.07
4112,154.29,51.7
4113,181.98,58.36
4114,285.22,-0.9
4115,288.83,-6.86
4116,248.42,44.59
4117,269.46,23.83
4118,270.06,23.06
4119,246.42,46.17
4120,288.16,-5.47
4121,129.37,34.87
4122,253.49,41.37
4123,258.57,36.91
4124,194.53,59.39
4125,267.74,26.62
4126,133.12,38.59
4127,227.68,55.08
4128,286.87,-2.95
4129,289.74,-7.8
4130,269.04,25.3
4131,157.3,53.44
4132,178.93,58.62
4133,234.89,52.77
4134,283.04,3.66
4135,278.63,11.12
4136,278.63,11.12
4137,189.36,59.6
4138,292.41,-12.07
4139,278.49,11.56
4140,287.18,-3.15
4141,152.26,51.57
4142,293.12,-13.08
4143,279.8,9.55
4144,285.73,-0.5
4145,266.62,29.27
4146,238.51,51.84
4147,285.56,-0.05
4148,236.3,52.86
4149,266.45,29.86
4150,186.58,60.01
4151,287.05,-2.42
4152,263.42,33.69
4153,276.22,16.14
4154,278.4,12.62
4155,257.37,40.04
4156,261.94,35.55
4157,268.94,27.12
4158,258.78,38.82
4159,285.49,0.64
4160,258.56,39.29
4161,298.01,-20.42
4162,269.64,26.65
4163,259.97,38.07
4164,286.57,-1.05
4165,156.32,54.01
4166,195.3,60.85
4167,281.06,8.87
4168,183.25,60.29
4169,286.29,-0.26
4170,295.03,-15.57
4171,262.88,35.46
4172,259.53,39.
4173,285.63,1.07
4174,296.28,-17.53
4175,278.52,13.74
4176,138.94,44.44
4177,286.65,-0.57
4178,141.57,46.45
4179,286.5,-0.24
4180,284.98,2.59
4181,138.24,44.04
4182,250.38,47.42
4183,275.16,19.99
4184,195.85,61.59
4185,289.68,-5.66
4186,294.3,-13.88
4187,150.95,52.42
4188,287.17,-0.85
4189,207.12,61.4
4190,261.64,38.35
4191,167.29,58.39
4192,213.52,60.84
4193,243.46,52.16
4194,273.85,22.79
4195,139.59,45.41
4196,289.56,-5.
4197,220.27,60.
4198,287.11,-0.36
4199,289.6,-4.9
4200,287.84,-1.5
4201,246.68,51.02
4202,150.36,52.58
4203,198.01,62.38
4204,289.61,-4.73
4205,289.5,-4.46
4206,297.18,-18.39
4207,242.08,53.72
4208,222.26,60.16
4209,230.54,58.15
4210,287.6,-0.63
4211,292.82,-10.53
4212,292.83,-10.51
4213,293.6,-11.91
4214,265.16,36.28
4215,141.38,47.36
4216,283.03,8.57
4217,288.16,-1.37
4218,263.88,38.05
4219,289.97,-4.84
4220,289.88,-4.61
4221,286.46,2.08
4222,289.97,-4.69
4223,200.81,63.01
4224,252.55,48.53
4225,274.38,24.27
4226,286.87,1.49
4227,237.,56.82
4228,288.04,-0.66
4229,254.8,47.11
4230,204.02,63.12
4231,297.68,-18.91
4232,265.05,37.56
4233,260.17,42.69
4234,297.74,-18.96
4235,150.63,53.59
4236,147.28,51.76
4237,259.52,43.53
4238,276.,22.38
4239,287.92,-0.06
4240,254.38,48.1
4241,155.83,56.29
4242,155.91,56.33
4243,136.56,44.02
4244,250.31,51.29
4245,251.78,50.48
4246,152.85,55.15
4247,190.,63.73
4248,171.16,61.35
4249,254.18,49.12
4250,287.36,1.99
4251,268.69,34.78
4252,265.5,38.71
4253,254.14,49.26
4254,209.85,63.85
4255,264.46,40.21
4256,190.31,64.1
4257,288.18,0.6
4258,191.47,64.32
4259,211.59,63.91
4260,211.6,63.91
4261,269.45,34.54
4262,293.45,-10.05
4263,280.98,15.6
4264,173.09,62.21
4265,251.63,51.69
4266,289.59,-2.02
4267,245.05,55.5
4268,297.51,-17.96
4269,216.93,63.48
4270,210.,64.26
4271,289.11,-0.8
4272,130.13,37.76
4273,278.85,20.31
4274,285.14,8.11
4275,155.64,57.53
4276,289.06,0.04
4277,175.78,63.37
4278,185.24,64.66
4279,295.66,-13.86
4280,165.76,61.27
4281,237.93,59.59
4282,277.67,23.57
4283,155.99,57.9
4284,267.68,38.74
4285,170.63,62.52
4286,141.55,49.53
4287,269.06,37.12
4288,178.15,64.04
4289,266.26,40.74
4290,289.89,-1.32
4291,249.69,54.59
4292,282.54,14.61
4293,281.86,16.05
4294,246.54,56.32
4295,149.17,54.8
4296,286.02,7.36
4297,267.67,39.4
4298,277.02,25.4
4299,256.87,50.32
4300,222.61,64.13
4301,142.85,51.01
4302,274.77,30.01
4303,255.51,51.87
4304,298.73,-19.62
4305,265.03,43.47
4306,254.81,52.49
4307,277.62,25.54
4308,266.72,41.73
4309,179.75,65.03
4310,246.14,57.94
4311,284.94,11.42
4312,300.19,-22.33
4313,279.8,22.24
4314,275.69,29.91
4315,265.52,43.96
4316,285.73,9.89
4317,275.82,29.97
4318,286.62,8.29
4319,253.65,54.5
4320,276.73,28.76
4321,286.57,8.55
4322,216.37,66.27
4323,289.64,1.46
4324,278.74,25.34
4325,291.12,-1.98
4326,292.06,-4.21
4327,283.28,16.22
4328,277.74,27.59
4329,294.51,-9.74
4330,137.06,47.03
4331,277.71,27.8
4332,213.26,66.83
4333,183.56,66.52
4334,276.87,29.54
4335,165.8,63.23
4336,168.3,63.89
4337,290.01,1.29
4338,291.15,-1.45
4339,279.22,25.79
4340,135.92,46.27
4341,236.63,63.53
4342,290.09,1.89
4343,274.78,34.53
4344,149.04,56.94
4345,184.33,67.28
4346,279.75,25.93
4347,272.49,38.45
4348,274.41,35.59
4349,295.08,-10.1
4350,286.76,10.64
4351,171.83,65.55
4352,290.99,0.24
4353,287.06,10.08
4354,285.02,15.06
4355,292.44,-3.33
4356,258.13,54.08
4357,224.22,66.83
4358,247.99,60.08
4359,235.37,64.59
4360,288.48,6.87
4361,290.83,0.93
4362,218.1,67.88
4363,151.12,58.82
4364,285.05,15.76
4365,239.93,63.74
4366,240.81,63.49
4367,155.72,61.19
4368,262.66,51.65
4369,265.81,48.81
4370,286.15,13.87
4371,257.02,56.25
4372,283.19,21.22
4373,281.91,24.28
4374,195.08,69.25
4375,195.08,69.25
4376,282.68,22.62
4377,190.73,69.08
4378,243.13,63.44
4379,294.21,-6.56
4380,177.34,67.74
4381,257.99,56.23
4382,272.07,42.51
4383,135.79,47.7
4384,293.25,-3.46
4385,298.68,-17.57
4386,253.36,59.9
4387,297.03,-13.33
4388,144.73,56.1
4389,295.93,-10.38
4390,289.96,6.09
4391,137.71,50.18
4392,164.73,65.77
4393,286.7,15.4
4394,261.2,55.69
4395,275.6,39.37
4396,283.65,23.38
4397,298.07,-15.59
4398,291.02,4.04
4399,247.6,63.55
4400,260.09,56.83
4401,293.78,-3.66
4402,271.04,46.57
4403,286.33,17.38
4404,246.45,64.34
4405,275.41,40.52
4406,296.32,-10.51
4407,145.26,57.42
4408,236.75,67.45
4409,284.08,23.64
4410,257.9,59.03
4411,284.73,22.07
4412,188.72,70.63
4413,293.7,-2.65
4414,259.28,58.52
4415,292.87,0.09
4416,272.85,45.53
4417,290.32,7.63
4418,259.9,58.57
4419,264.7,54.85
4420,284.31,24.51
4421,138.87,52.73
4422,172.23,68.97
4423,287.1,17.64
4424,143.51,57.01
4425,296.69,-10.62
4426,240.45,67.7
4427,146.03,58.97
4428,280.16,34.77
4429,126.62,35.42
4430,156.83,64.78
4431,163.28,67.08
4432,266.78,54.07
4433,233.76,69.44
4434,132.98,46.2
4435,154.61,63.94
4436,153.2,63.35
4437,243.43,67.48
4438,293.45,0.11
4439,138.9,53.52
4440,278.98,38.36
4441,292.95,1.88
4442,292.98,1.81
4443,282.88,30.51
4444,282.88,30.51
4445,281.86,32.87
4446,271.56,50.19
4447,287.12,20.01
4448,295.29,-5.27
4449,283.75,28.84
4450,284.08,28.13
4451,277.05,42.63
4452,177.5,70.98
4453,287.33,19.92
4454,250.77,65.72
4455,262.18,59.69
4456,239.18,69.47
4457,144.44,59.04
4458,284.79,27.31
4459,229.8,71.32
4460,291.79,6.94
4461,132.45,46.38
4462,290.29,11.85
4463,289.79,13.55
4464,251.62,65.92
4465,206.35,73.33
4466,289.99,13.32
4467,294.47,-1.4
4468,274.25,48.86
4469,285.51,26.76
4470,286.81,23.28
4471,267.26,56.8
4472,293.97,0.51
4473,285.4,27.34
4474,148.77,62.66
4475,294.12,0.31
4476,290.29,13.3
4477,159.98,67.87
4478,256.,64.85
4479,298.36,-13.69
4480,154.16,65.63
4481,135.31,51.
4482,186.02,73.02
4483,257.26,64.32
4484,269.29,55.59
4485,295.99,-5.75
4486,157.05,66.91
4487,294.39,-0.18
4488,277.,45.97
4489,282.69,35.29
4490,278.08,44.92
4491,279.21,42.93
4492,295.53,-3.56
4493,140.07,56.73
4494,286.72,25.87
4495,228.85,72.91
4496,183.53,73.32
4497,292.55,7.47
4498,284.99,31.21
4499,294.78,-0.34
4500,142.47,59.23
4501,191.85,74.13
4502,289.57,17.95
4503,286.29,28.11
4504,133.2,48.99
4505,226.49,73.51
4506,281.62,39.69
4507,300.71,-20.53
4508,288.2,23.73
4509,299.66,-16.87
4510,274.69,52.45
4511,295.18,-0.64
4512,216.37,74.81
4513,295.32,-1.01
4514,281.53,41.73
4515,260.18,65.48
4516,291.91,12.38
4517,262.86,64.18
4518,150.32,65.72
4519,291.09,15.67
4520,296.49,-4.68
4521,140.77,59.21
4522,295.19,0.71
4523,289.82,20.71
4524,288.58,25.17
4525,286.84,30.58
4526,294.42,4.11
4527,235.01,73.93
4528,261.46,65.86
4529,278.6,49.56
4530,296.76,-4.7
4531,251.07,70.53
4532,286.01,34.05
4533,271.74,58.72
4534,250.65,70.81
4535,246.81,71.94
4536,178.56,74.67
4537,296.18,-1.73
4538,297.74,-7.98
4539,282.11,44.52
4540,270.5,60.75
4541,295.99,-0.6
4542,286.67,33.67
4543,256.3,69.47
4544,276.47,54.41
4545,183.62,75.58
4546,291.92,16.4
4547,280.66,48.07
4548,288.08,30.31
4549,296.73,-3.05
4550,168.42,73.69
4551,294.89,4.96
4552,289.27,27.41
4553,289.72,26.31
4554,140.84,61.38
4555,273.07,60.04
4556,295.26,4.61
4557,290.66,23.76
4558,287.21,35.42
4559,264.79,67.04
4560,149.12,67.68
4561,149.1,67.7
4562,170.44,74.71
4563,296.64,-1.1
4564,251.67,72.7
4565,288.34,32.81
4566,137.73,58.91
4567,284.47,43.73
4568,291.45,21.94
4569,134.05,54.39
4570,293.35,14.78
4571,290.06,28.19
4572,159.77,72.68
4573,296.76,-0.22
4574,185.75,77.34
4575,133.83,54.53
4576,295.57,5.79
4577,292.24,20.82
4578,297.27,-2.05
4579,288.4,35.48
4580,275.47,60.58
4581,181.58,77.23
4582,294.74,10.34
4583,300.21,-15.62
4584,177.83,76.96
4585,273.05,63.5
4586,125.42,36.03
4587,283.11,50.47
4588,287.61,39.52
4589,270.3,66.23
4590,286.92,41.63
4591,278.14,58.66
4592,296.24,4.72
4593,169.73,76.17
4594,151.89,71.2
4595,301.93,-22.86
4596,299.03,-8.99
4597,298.6,-6.73
4598,282.54,53.25
4599,297.53,-0.95
4600,293.6,19.57
4601,299.64,-11.65
4602,238.22,77.86
4603,297.64,-0.78
4604,298.62,-5.85
4605,300.15,-13.9
4606,123.98,31.45
4607,297.32,1.4
4608,270.07,68.6
4609,126.32,39.92
4610,131.64,53.41
4611,298.24,-3.09
4612,292.64,26.27
4613,281.26,57.82
4614,298.83,-6.14
4615,298.32,-3.24
4616,298.18,-2.15
4617,300.13,-12.73
4618,295.94,11.62
4619,295.96,11.52
4620,295.62,13.57
4621,296.,11.57
4622,297.71,1.59
4623,290.66,37.12
4624,294.96,17.89
4625,294.39,20.93
4626,279.54,62.86
4627,126.63,42.17
4628,293.36,27.4
4629,276.3,66.52
4630,290.59,39.26
4631,294.09,24.3
4632,258.3,76.
4633,209.63,80.96
4634,298.1,1.22
4635,291.12,38.34
4636,295.54,16.87
4637,296.61,11.02
4638,296.78,10.03
4639,124.71,35.28
4640,218.78,81.06
4641,133.49,59.25
4642,201.47,81.17
4643,247.11,78.87
4644,298.51,-0.42
4645,299.64,-7.53
4646,125.64,39.31
4647,293.97,28.08
4648,294.89,23.35
4649,301.01,-15.84
4650,273.17,70.9
4651,294.,28.42
4652,296.13,16.65
4653,298.93,-1.83
4654,134.94,62.83
4655,291.58,41.22
4656,298.23,3.79
4657,288.49,51.55
4658,295.81,20.46
4659,127.39,46.61
4660,132.57,59.42
4661,292.42,38.79
4662,290.99,44.5
4663,267.16,75.25
4664,300.28,-9.92
4665,126.66,44.32
4666,148.99,74.63
4667,232.9,81.47
4668,172.65,80.4
4669,299.41,-3.06
4670,291.17,45.39
4671,299.75,-5.3
4672,134.24,63.19
4673,197.38,82.3
4674,301.34,-16.54
4675,295.36,26.28
4676,268.05,75.68
4677,287.17,57.89
4678,287.17,57.9
4679,299.33,-1.36
4680,187.6,82.14
4681,285.85,60.99
4682,298.27,7.43
4683,123.56,30.65
4684,219.89,82.67
4685,240.56,81.66
4686,123.35,29.4
4687,125.72,41.79
4688,202.8,82.85
4689,286.4,61.19
4690,136.46,67.31
4691,293.46,40.12
4692,299.77,-3.16
4693,215.35,83.05
4694,220.37,82.95
4695,284.27,65.05
4696,293.58,40.09
4697,264.15,78.28
4698,211.78,83.16
4699,291.67,48.64
4700,299.23,2.25
4701,130.79,58.79
4702,298.83,6.26
4703,300.13,-4.81
4704,300.22,-5.59
4705,231.,83.02
4706,299.1,4.98
4707,222.5,83.4
4708,284.15,67.12
4709,302.46,-23.3
4710,300.26,-4.91
4711,294.89,37.59
4712,296.56,27.11
4713,297.08,23.25
4714,297.06,23.64
4715,141.22,73.59
4716,133.05,65.02
4717,221.04,83.85
4718,297.57,21.21
4719,225.75,83.76
4720,300.25,-3.03
4721,297.78,20.09
4722,292.75,50.74
4723,295.89,34.77
4724,296.93,27.38
4725,239.94,83.28
4726,130.16,59.98
4727,127.76,53.08
4728,145.5,76.97
4729,300.12,-0.39
4730,300.13,-0.36
4731,300.13,-0.36
4732,298.98,11.23
4733,210.06,84.43
4734,298.78,13.76
4735,296.99,29.76
4736,300.28,-1.04
4737,199.63,84.46
4738,214.72,84.55
4739,299.84,3.74
4740,125.67,45.06
4741,284.96,70.65
4742,294.8,45.87
4743,299.1,12.47
4744,300.43,-1.58
4745,129.89,61.09
4746,291.87,57.75
4747,300.22,0.96
4748,298.05,23.61
4749,299.75,6.33
4750,221.68,84.83
4751,225.26,84.78
4752,225.22,84.82
4753,243.07,84.2
4754,299.95,6.22
4755,298.64,20.96
4756,263.27,82.04
4757,295.48,46.05
4758,294.98,49.15
4759,296.71,38.92
4760,128.32,58.5
4761,130.89,65.26
4762,128.18,58.14
4763,300.17,5.65
4764,300.18,5.68
4765,125.75,47.81
4766,240.93,84.74
4767,129.94,63.77
4768,300.42,3.35
4769,301.5,-10.18
4770,288.31,69.9
4771,300.76,-0.72
4772,293.74,57.47
4773,301.46,-9.32
4774,298.21,30.16
4775,296.19,46.42
4776,295.99,48.76
4777,287.63,72.62
4778,297.13,42.88
4779,296.18,49.81
4780,247.2,85.07
4781,295.66,53.17
4782,300.05,12.87
4783,153.97,82.78
4784,153.19,82.68
4785,136.1,75.32
4786,297.87,39.31
4787,125.21,47.26
4788,299.8,18.1
4789,262.15,84.14
4790,301.05,0.97
4791,278.83,80.48
4792,278.86,80.48
4793,266.81,83.58
4794,299.75,21.75
4795,125.02,47.04
4796,299.72,22.91
4797,298.04,42.2
4798,301.66,-6.3
4799,296.26,56.85
4800,126.49,57.54
4801,283.77,79.42
4802,300.59,14.27
4803,299.17,35.63
4804,302.14,-12.52
4805,294.73,65.94
4806,301.71,-4.35
4807,295.32,64.53
4808,293.68,69.63
4809,298.71,44.52
4810,299.77,32.37
4811,132.88,76.01
4812,270.09,84.72
4813,297.7,54.75
4814,301.78,-3.67
4815,277.43,83.32
4816,138.51,80.81
4817,300.53,22.83
4818,301.12,16.69
4819,301.26,13.88
4820,302.1,-6.55
4821,299.1,49.78
4822,299.1,49.78
4823,301.73,3.16
4824,294.55,73.14
4825,297.85,61.33
4826,297.85,61.33
4827,299.84,43.06
4828,294.88,72.96
4829,296.18,69.55
4830,301.96,-0.2
4831,301.43,14.03
4832,301.72,6.9
4833,124.87,54.38
4834,301.77,6.68
4835,301.9,3.95
4836,301.28,22.67
4837,298.88,61.23
4838,301.25,26.5
4839,300.95,34.52
4840,124.73,55.94
4841,302.35,-5.97
4842,302.23,1.88
4843,127.22,72.97
4844,302.45,-5.24
4845,128.81,77.78
4846,126.45,71.65
4847,298.61,70.5
4848,302.23,6.38
4849,298.79,72.38
4850,301.81,29.55
4851,296.68,79.39
4852,123.29,36.5
4853,302.46,3.18
4854,299.9,68.8
4855,299.,74.8
4856,301.18,56.56
4857,301.91,38.01
4858,300.7,66.43
4859,123.74,54.34
4860,302.12,35.27
4861,299.63,76.4
4862,302.8,-9.11
4863,123.53,50.33
4864,288.28,87.64
4865,300.2,76.98
4866,124.18,68.66
4867,123.56,56.81
4868,302.78,2.47
4869,171.1,89.36
4870,303.01,-22.25
4871,302.74,14.41
4872,302.86,10.08
4873,299.36,85.73
4874,302.75,28.87
4875,124.31,79.61
4876,302.91,2.54
4877,302.91,52.53
4878,303.04,65.93
4879,303.04,23.19
4880,303.05,14.78
4881,303.08,36.13
4882,303.08,9.04
4883,114.93,89.58
4884,303.98,79.94
4885,303.17,7.92
4886,304.22,78.99
4887,303.17,2.54
4888,303.22,13.93
4889,303.34,22.69
4890,303.23,2.49
4891,303.79,59.32
4892,123.01,33.71
4893,123.01,33.72
4894,307.21,84.1
4895,303.32,4.44
4896,303.98,58.64
4897,303.35,3.72
4898,303.36,5.69
4899,303.37,5.7
4900,305.23,75.28
4901,304.06,51.22
4902,304.14,53.33
4903,303.61,18.72
4904,117.74,83.57
4905,122.18,61.16
4906,303.69,19.95
4907,303.33,-9.32
4908,303.55,6.03
4909,121.2,69.92
4910,305.53,66.25
4911,304.52,47.53
4912,304.34,36.4
4913,303.83,11.66
4914,118.31,78.77
4915,118.29,78.77
4916,122.26,51.68
4917,121.36,63.01
4918,304.78,40.1
4919,119.92,70.92
4920,313.41,80.13
4921,306.92,59.
4922,305.11,29.33
4923,303.8,-8.69
4924,95.6,85.86
4925,307.43,59.42
4926,317.04,80.99
4927,122.32,41.65
4928,121.6,50.51
4929,316.09,79.75
4930,303.87,-8.63
4931,120.3,60.71
4932,312.34,73.63
4933,304.95,13.3
4934,121.,53.48
4935,306.83,42.2
4936,120.31,57.35
4937,308.99,59.06
