year,lat
1948.564,-6.5
1948.564,4.7
1948.564,6.8
1948.564,-17.7
1948.564,-6.2
1948.564,7.6
1948.564,12.5
1948.566,-17.4
1948.566,6.3
1948.566,13.9
1948.566,12.1
1948.566,14.9
1948.566,7.1
1948.569,-17.1
1948.569,4.7
1948.569,13.1
1948.569,6.6
1948.569,11.9
1948.569,14.9
1948.569,17.3
1948.569,7.2
1948.572,10.4
1948.575,-14.7
1948.575,-12.0
1948.575,-9.4
1948.575,12.4
1948.575,18.0
1948.575,10.5
1948.575,7.0
1948.583,10.4
1948.585,-10.2
1948.585,-15.9
1948.585,-11.7
1948.585,-12.1
1948.585,-8.4
1948.585,-4.5
1948.585,-11.3
1948.585,13.7
1948.585,10.5
1948.588,-9.8
1948.588,-11.5
1948.588,-16.1
1948.588,-12.8
1948.588,-8.7
1948.588,-4.4
1948.588,-11.4
1948.588,-11.1
1948.588,14.7
1948.597,-11.3
1948.610,-11.3
1948.613,-19.1
1948.613,-12.0
1948.613,-12.5
1948.613,-13.1
1948.613,8.4
1948.616,-17.7
1948.616,-12.2
1948.616,-12.8
1948.616,8.1
1948.618,-18.1
1948.618,-23.2
1948.618,-12.2
1948.618,-12.7
1948.618,-2.7
1948.621,-23.3
1948.621,-12.1
1948.621,-12.7
1948.621,-2.9
1948.624,-12.5
1948.624,-23.7
1948.624,-13.5
1948.624,-3.1
1948.624,-9.9
1948.624,8.0
1948.624,13.9
1948.624,15.0
1948.624,18.7
1948.627,-16.1
1948.627,-12.6
1948.627,-3.6
1948.627,-9.1
1948.627,-17.2
1948.627,-8.8
1948.627,8.1
1948.627,14.2
1948.627,15.6
1948.627,15.1
1948.627,19.7
1948.629,-12.6
1948.629,-3.3
1948.629,-17.1
1948.629,-20.7
1948.629,-8.2
1948.629,8.5
1948.629,5.8
1948.629,20.1
1948.629,14.2
1948.632,-3.6
1948.632,-23.8
1948.632,-16.9
1948.632,-21.2
1948.632,-8.0
1948.632,8.2
1948.632,5.5
1948.632,12.2
1948.632,13.9
1948.632,20.0
1948.632,13.9
1948.635,-3.7
1948.635,-8.4
1948.635,-17.3
1948.635,-21.2
1948.635,5.4
1948.635,12.0
1948.635,13.6
1948.635,19.5
1948.635,14.2
1948.637,-8.3
1948.637,-16.8
1948.637,-20.9
1948.637,5.5
1948.637,12.4
1948.637,20.1
1948.637,13.2
1948.637,20.2
1948.637,14.0
1948.640,-8.4
1948.640,-21.2
1948.640,5.8
1948.640,-17.5
1948.640,-9.7
1948.640,12.4
1948.640,20.2
1948.640,19.4
1948.643,-8.0
1948.643,-21.5
1948.643,-17.3
1948.643,-9.5
1948.643,20.2
1948.643,12.4
1948.643,19.7
1948.643,6.0
1948.654,-19.1
1948.654,-18.8
1948.654,-8.2
1948.654,22.7
1948.654,18.9
1948.657,-18.9
1948.657,-19.5
1948.657,-14.4
1948.657,-8.1
1948.657,22.8
1948.657,18.4
1948.660,-19.1
1948.660,-19.2
1948.660,-15.1
1948.660,-8.4
1948.660,22.8
1948.662,-19.6
1948.662,-15.2
1948.662,-8.8
1948.662,18.4
1948.665,-8.8
1948.665,-12.7
1948.665,-6.1
1948.665,18.6
1948.668,-8.7
1948.668,-13.1
1948.668,-5.4
1948.668,18.6
1948.670,-8.6
1948.670,-13.6
1948.670,-5.5
1948.670,18.6
1948.673,-13.0
1948.673,-5.0
1948.673,18.8
1948.676,-12.5
1948.676,15.4
1948.678,-11.8
1948.678,19.0
1948.678,14.3
1948.681,-12.2
1948.681,19.0
1948.690,-5.7
1948.692,-21.7
1948.692,-5.6
1948.692,16.0
1948.692,8.6
1948.695,8.7
1948.695,-24.9
1948.695,-15.4
1948.695,15.9
1948.698,-21.3
1948.698,-24.7
1948.698,-15.7
1948.698,-2.3
1948.698,15.9
1948.698,8.3
1948.701,-24.9
1948.701,-17.1
1948.701,-9.5
1948.701,-6.8
1948.701,15.7
1948.703,-16.1
1948.703,-25.0
1948.703,-9.1
1948.703,14.3
1948.703,15.7
1948.706,-15.8
1948.706,-24.3
1948.706,-8.4
1948.706,-6.4
1948.706,15.0
1948.706,14.3
1948.706,15.7
1948.709,-22.4
1948.709,-16.9
1948.709,-25.1
1948.709,-5.5
1948.709,-9.7
1948.709,14.0
1948.709,14.1
1948.709,15.2
1948.712,-16.3
1948.712,-24.6
1948.712,-8.9
1948.712,14.4
1948.714,-26.0
1948.714,-9.7
1948.714,-6.7
1948.714,-8.2
1948.714,4.2
1948.714,16.3
1948.714,14.5
1948.714,15.6
1948.717,-9.2
1948.717,-6.5
1948.717,-12.0
1948.717,-6.4
1948.717,-8.6
1948.717,-9.3
1948.717,4.2
1948.717,15.1
1948.717,14.2
1948.717,23.0
1948.744,-12.3
1948.747,-14.2
1948.747,-20.2
1948.747,-29.3
1948.747,7.8
1948.747,7.8
1948.747,13.0
1948.747,11.5
1948.750,-20.0
1948.750,7.7
1948.750,12.8
1948.750,7.5
1948.750,11.3
1948.753,-20.3
1948.753,7.1
1948.753,23.8
1948.755,-19.3
1948.755,24.7
1948.755,7.8
1948.758,12.4
1948.761,12.5
1948.764,-7.7
1948.764,12.2
1948.766,-8.0
1948.766,12.5
1948.785,-3.7
1948.785,-12.2
1948.785,-8.6
1948.785,5.7
1948.785,13.1
1948.785,22.8
1948.788,-4.4
1948.788,-9.5
1948.788,-5.6
1948.788,-10.9
1948.788,5.4
1948.788,13.1
1948.788,22.8
1948.813,-12.7
1948.813,-3.9
1948.813,-10.3
1948.813,6.5
1948.813,12.1
1948.816,-5.2
1948.816,-15.5
1948.816,-11.7
1948.816,-19.1
1948.816,6.2
1948.818,-14.3
1948.818,-5.4
1948.818,-11.5
1948.818,6.9
1948.829,-14.1
1948.832,5.6
1948.832,19.9
1948.835,10.9
1948.835,20.2
1948.835,28.1
1948.837,10.4
1948.837,28.6
1948.840,27.9
1948.840,8.4
1948.840,11.5
1948.843,23.5
1948.843,9.2
1948.845,5.6
1948.845,8.8
1948.845,10.1
1948.845,18.9
1948.845,24.0
1948.848,-12.2
1948.848,23.9
1948.848,8.2
1948.850,9.5
1948.850,23.9
1948.853,-11.0
1948.853,-10.4
1948.853,-8.2
1948.853,9.4
1948.853,11.6
1948.853,23.5
1948.859,-10.6
1948.859,-8.6
1948.859,9.3
1948.859,22.8
1948.862,-9.7
1948.862,-11.9
1948.862,-8.4
1948.862,-8.3
1948.862,9.5
1948.862,23.0
1948.865,-10.6
1948.865,-12.2
1948.865,-8.7
1948.865,-8.7
1948.865,-8.0
1948.865,8.9
1948.865,22.2
1948.867,-10.3
1948.867,9.2
1948.870,-13.8
1948.870,-8.0
1948.870,9.4
1948.873,-13.5
1948.873,-7.5
1948.876,-8.0
1948.876,-15.1
1948.876,-7.3
1948.876,10.8
1948.878,-8.2
1948.878,-10.2
1948.878,-6.8
1948.878,-15.6
1948.878,11.3
1948.881,-9.1
1948.881,-8.6
1948.881,-10.8
1948.881,-7.3
1948.881,-15.3
1948.881,10.4
1948.884,-8.7
1948.884,-9.0
1948.884,-15.1
1948.884,5.5
1948.884,20.8
1948.884,9.9
1948.886,-15.5
1948.886,-13.6
1948.886,20.3
1948.886,9.8
1948.889,-15.7
1948.889,-12.0
1948.889,-14.0
1948.889,21.8
1948.889,9.8
1948.892,-12.0
1948.892,-14.5
1948.892,20.7
1948.892,7.6
1948.895,-12.2
1948.895,12.2
1948.895,21.8
1948.898,-13.1
1948.898,12.7
1948.898,21.7
1948.900,8.1
1948.900,13.0
1948.900,11.8
1948.900,16.7
1948.900,25.3
1948.903,8.2
1948.903,10.0
1948.903,16.4
1948.903,12.8
1948.903,25.0
1948.906,8.8
1948.906,9.9
1948.906,12.8
1948.908,9.9
1948.908,8.8
1948.908,12.4
1948.911,10.5
1948.911,8.7
1948.911,12.4
1948.914,10.4
1948.914,8.5
1948.914,12.3
1948.917,10.8
1948.917,9.7
1948.917,7.8
1948.919,9.3
1948.919,12.5
1948.919,7.8
1948.919,-14.9
1948.919,-3.4
1948.922,-15.4
1948.924,-15.1
1948.924,-3.5
1948.928,-15.5
1948.928,-17.8
1948.928,5.7
1948.930,-19.7
1948.930,-15.4
1948.930,-17.8
1948.930,-14.4
1948.930,-10.8
1948.930,5.8
1948.930,15.1
1948.933,-15.0
1948.933,-11.0
1948.933,5.0
1948.933,15.1
1948.936,-10.6
1948.936,5.3
1948.939,6.3
1948.941,-11.0
1948.941,-7.0
1948.941,-8.9
1948.941,5.6
1948.943,-10.7
1948.943,4.9
1948.943,-7.3
1948.943,-9.1
1948.947,-15.2
1948.947,-10.6
1948.947,-6.4
1948.947,-8.7
1948.947,5.0
1948.950,-16.6
1948.950,-16.6
1948.950,-7.6
1948.950,-8.7
1948.950,-15.1
1948.950,16.5
1948.952,-7.9
1948.952,-8.9
1948.952,-15.8
1948.952,15.6
1948.968,-14.9
1948.968,-13.4
1948.968,13.0
1948.968,20.0
1948.968,11.5
1948.968,13.0
1948.968,10.8
1948.968,11.4
1948.968,3.6
1948.980,-14.2
1948.980,26.5
1948.980,13.2
1948.980,22.1
1948.982,-13.9
1948.982,-17.8
1948.982,24.9
1948.982,26.0
1948.982,13.4
1948.991,11.2
1948.993,-4.2
1949.002,-17.3
1949.002,-6.7
1949.002,11.9
1949.002,9.9
1949.002,-5.4
1949.015,-5.8
1949.015,-8.7
1949.015,-14.1
1949.015,7.1
1949.018,-14.4
1949.018,-5.7
1949.018,-9.0
1949.018,4.6
1949.042,-17.0
1949.042,-12.8
1949.042,-8.5
1949.042,12.9
1949.042,20.7
1949.042,14.6
1949.072,-10.7
1949.075,-3.8
1949.075,-8.8
1949.078,-10.0
1949.078,-4.5
1949.078,-7.5
1949.081,-10.8
1949.081,-4.4
1949.081,-7.8
1949.084,-9.6
1949.084,-8.7
1949.084,-7.9
1949.084,4.9
1949.084,-4.5
1949.086,-4.6
1949.086,-9.1
1949.086,-8.6
1949.086,5.4
1949.108,-15.7
1949.108,-14.9
1949.108,-14.4
1949.108,13.8
1949.108,18.3
1949.108,16.3
1949.108,8.5
1949.122,-15.3
1949.122,15.4
1949.122,17.1
1949.125,-14.6
1949.125,-14.4
1949.125,-7.4
1949.125,-11.0
1949.125,15.3
1949.125,21.9
1949.125,14.6
1949.125,15.1
1949.128,-15.0
1949.128,-14.8
1949.128,-11.2
1949.128,-16.1
1949.128,15.5
1949.128,21.8
1949.128,14.8
1949.130,-17.1
1949.130,14.9
1949.130,11.8
1949.130,14.8
1949.130,21.0
1949.133,-13.8
1949.133,-24.1
1949.133,13.1
1949.133,15.5
1949.133,21.5
1949.133,15.2
1949.133,14.2
1949.136,-24.1
1949.136,-16.7
1949.136,12.6
1949.136,14.9
1949.136,21.6
1949.136,15.6
1949.138,-14.9
1949.138,-19.1
1949.138,-16.9
1949.138,-23.8
1949.138,8.6
1949.138,12.1
1949.138,14.6
1949.138,21.2
1949.141,-16.6
1949.141,-23.5
1949.141,8.0
1949.141,12.7
1949.141,14.9
1949.141,22.1
1949.144,-17.1
1949.144,8.4
1949.144,11.9
1949.144,14.1
1949.144,21.1
1949.144,24.7
1949.182,-17.2
1949.182,-9.3
1949.182,-13.9
1949.182,-12.5
1949.182,19.8
1949.182,15.8
1949.182,7.4
1949.193,-11.3
1949.193,-17.3
1949.193,-10.3
1949.193,6.8
1949.193,15.0
1949.193,19.8
1949.201,-9.1
1949.204,-16.4
1949.204,-9.6
1949.204,-21.3
1949.204,-15.3
1949.204,-6.8
1949.204,-4.5
1949.204,22.6
1949.204,20.3
1949.204,7.5
1949.204,15.9
1949.207,-10.3
1949.207,-7.9
1949.207,-21.9
1949.207,-15.4
1949.207,-4.9
1949.207,22.1
1949.207,19.9
1949.207,7.2
1949.210,-21.3
1949.210,-14.9
1949.210,-5.3
1949.210,16.3
1949.210,22.3
1949.210,20.0
1949.210,7.2
1949.210,-10.7
1949.213,-6.0
1949.213,-15.3
1949.213,-21.2
1949.213,-6.6
1949.213,16.4
1949.213,22.4
1949.213,6.9
1949.215,-6.5
1949.215,-15.1
1949.215,-21.7
1949.215,16.6
1949.215,22.3
1949.215,11.3
1949.232,-8.0
1949.232,-6.9
1949.232,1.9
1949.232,3.5
1949.232,5.7
1949.232,8.7
1949.232,11.8
1949.234,-7.4
1949.234,2.2
1949.234,14.4
1949.234,26.9
1949.234,8.8
1949.234,11.7
1949.237,25.3
1949.267,-10.9
1949.267,-8.2
1949.267,7.1
1949.267,11.3
1949.267,10.2
1949.270,-11.1
1949.270,-7.8
1949.270,6.9
1949.270,10.9
1949.270,9.1
1949.270,11.2
1949.273,-13.1
1949.273,-8.3
1949.273,-1.7
1949.273,7.7
1949.273,10.3
1949.275,-7.9
1949.275,-2.6
1949.275,23.3
1949.275,6.8
1949.275,10.7
1949.278,-8.3
1949.278,-19.1
1949.278,-3.5
1949.278,7.6
1949.278,21.2
1949.278,6.8
1949.281,-8.7
1949.281,-21.4
1949.281,-17.2
1949.281,-2.1
1949.281,8.7
1949.281,21.6
1949.281,23.1
1949.281,7.2
1949.284,-8.5
1949.284,-16.9
1949.284,-21.6
1949.284,8.9
1949.284,22.1
1949.284,23.6
1949.284,-2.4
1949.284,6.8
1949.286,-17.2
1949.286,-21.9
1949.286,22.5
1949.286,8.0
1949.286,22.3
1949.286,23.6
1949.286,6.8
1949.289,-17.2
1949.289,-21.9
1949.289,21.8
1949.289,8.0
1949.289,23.2
1949.292,-18.2
1949.292,-21.6
1949.292,-15.1
1949.292,22.2
1949.292,23.9
1949.300,-18.0
1949.300,8.4
1949.300,22.0
1949.302,15.2
1949.306,-15.0
1949.306,-9.7
1949.306,11.0
1949.306,7.2
1949.308,-12.5
1949.308,-9.4
1949.308,11.1
1949.308,16.4
1949.308,15.2
1949.308,8.1
1949.308,5.0
1949.311,-18.1
1949.311,-9.8
1949.311,-6.7
1949.311,1.2
1949.311,9.8
1949.311,10.8
1949.311,15.8
1949.311,15.0
1949.311,9.3
1949.311,5.0
1949.313,-10.0
1949.313,-14.2
1949.313,9.5
1949.313,19.9
1949.313,15.4
1949.313,14.7
1949.313,9.1
1949.313,5.0
1949.317,-9.9
1949.317,-13.9
1949.317,-6.8
1949.317,9.2
1949.317,19.6
1949.317,20.6
1949.317,15.6
1949.317,10.0
1949.317,6.0
1949.319,-10.6
1949.319,-13.8
1949.319,-6.3
1949.319,-23.9
1949.319,9.1
1949.319,20.0
1949.319,16.1
1949.322,-10.3
1949.322,-5.9
1949.322,-24.4
1949.322,19.7
1949.322,15.6
1949.325,-23.4
1949.325,20.4
1949.325,-5.0
1949.328,-23.5
1949.328,20.3
1949.328,-6.3
1949.328,-5.3
1949.330,-24.0
1949.330,5.7
1949.330,18.3
1949.330,10.4
1949.330,18.9
1949.330,19.9
1949.341,7.3
1949.341,12.7
1949.341,5.4
1949.341,18.4
1949.341,11.4
1949.344,-14.1
1949.344,-10.6
1949.344,-4.5
1949.344,7.5
1949.344,12.6
1949.344,5.1
1949.344,17.8
1949.347,-13.8
1949.347,-4.7
1949.347,-11.0
1949.347,-16.3
1949.347,7.4
1949.347,12.6
1949.347,18.3
1949.350,-13.6
1949.350,-4.8
1949.350,-15.5
1949.350,17.6
1949.350,7.9
1949.350,4.4
1949.350,17.8
1949.350,6.5
1949.352,-13.8
1949.352,-5.2
1949.352,-15.5
1949.352,7.5
1949.355,-4.9
1949.355,-16.5
1949.355,7.3
1949.358,-16.0
1949.358,-16.0
1949.358,-17.5
1949.358,7.3
1949.385,-3.9
1949.385,-7.4
1949.385,-1.9
1949.385,-9.3
1949.385,-24.3
1949.385,2.2
1949.388,-9.7
1949.388,-10.5
1949.388,-24.5
1949.388,4.8
1949.388,-1.5
1949.388,2.6
1949.390,-8.7
1949.390,-7.4
1949.390,-10.4
1949.390,-24.7
1949.390,11.5
1949.390,4.5
1949.390,-1.3
1949.393,-10.2
1949.393,-23.6
1949.393,15.8
1949.393,18.9
1949.393,14.9
1949.393,27.8
1949.393,5.2
1949.396,-10.6
1949.396,-10.2
1949.396,-23.3
1949.396,-4.1
1949.396,15.9
1949.396,18.5
1949.396,14.2
1949.396,4.9
1949.399,-23.5
1949.399,-4.1
1949.399,16.1
1949.399,18.9
1949.399,4.6
1949.399,4.1
1949.402,-4.7
1949.402,4.7
1949.402,13.5
1949.402,15.5
1949.403,4.9
1949.403,22.7
1949.403,15.4
1949.407,-12.8
1949.407,3.8
1949.407,22.7
1949.407,14.8
1949.407,15.6
1949.410,-4.9
1949.410,-13.0
1949.410,3.4
1949.410,22.2
1949.410,14.2
1949.410,16.5
1949.418,-12.4
1949.418,10.5
1949.418,15.4
1949.418,14.6
1949.418,22.7
1949.418,2.8
1949.423,14.0
1949.425,-14.7
1949.425,13.1
1949.425,14.3
1949.429,-14.6
1949.432,-12.9
1949.434,-14.8
1949.434,7.2
1949.434,12.6
1949.437,-14.5
1949.437,7.3
1949.440,-14.9
1949.443,-7.5
1949.445,-10.2
1949.448,-4.2
1949.448,-17.0
1949.448,-13.6
1949.448,-2.6
1949.451,-17.0
1949.451,-13.6
1949.451,-2.5
1949.454,-13.8
1949.454,-2.7
1949.456,-13.8
1949.456,-3.5
1949.456,-14.7
1949.456,20.6
1949.459,-13.6
1949.459,-3.3
1949.459,21.4
1949.462,-13.7
1949.462,-3.1
1949.462,21.6
1949.462,14.1
1949.465,-14.0
1949.465,-3.3
1949.465,21.6
1949.475,-5.9
1949.475,3.9
1949.475,7.0
1949.475,10.6
1949.475,21.8
1949.478,-6.0
1949.478,-6.4
1949.478,3.8
1949.478,6.8
1949.478,11.4
1949.481,-5.9
1949.481,-6.2
1949.481,-3.0
1949.481,3.7
1949.481,6.4
1949.481,7.7
1949.481,10.4
1949.484,-6.9
1949.484,-5.9
1949.484,-3.1
1949.484,3.6
1949.484,12.5
1949.484,5.8
1949.484,10.1
1949.484,16.8
1949.486,-7.0
1949.486,-6.3
1949.486,-3.3
1949.486,12.5
1949.486,12.8
1949.486,15.3
1949.489,-6.6
1949.489,-3.2
1949.489,12.9
1949.489,14.6
1949.489,9.3
1949.489,10.1
1949.489,15.1
1949.492,-6.2
1949.492,-19.3
1949.492,11.6
1949.492,15.0
1949.492,12.4
1949.492,11.2
1949.492,3.3
1949.495,-11.9
1949.495,-6.8
1949.495,-18.6
1949.495,-11.9
1949.495,15.5
1949.495,12.3
1949.495,2.9
1949.495,9.4
1949.497,-8.9
1949.497,-8.4
1949.497,-12.4
1949.497,15.4
1949.497,11.7
1949.500,-13.9
1949.500,-29.1
1949.500,14.7
1949.500,13.9
1949.500,12.1
1949.503,-14.0
1949.503,-29.0
1949.503,15.0
1949.503,13.3
1949.506,-14.7
1949.506,-29.3
1949.506,13.4
1949.508,-29.7
1949.511,-17.5
1949.522,-23.4
1949.522,-12.9
1949.525,-23.8
1949.525,-13.1
1949.525,-4.7
1949.525,19.0
1949.527,-5.2
1949.527,-13.0
1949.527,-4.9
1949.527,19.5
1949.530,-5.5
1949.530,-13.3
1949.530,-4.6
1949.530,18.5
1949.533,-4.8
1949.533,-13.3
1949.533,-5.2
1949.533,18.3
1949.544,-25.1
1949.544,7.4
1949.544,12.3
1949.544,15.5
1949.544,20.9
1949.544,17.0
1949.547,-25.8
1949.547,-24.3
1949.547,6.8
1949.547,11.8
1949.547,14.9
1949.547,14.1
1949.547,20.9
1949.547,13.1
1949.549,-25.8
1949.549,-23.8
1949.549,14.7
1949.549,11.8
1949.549,14.1
1949.549,21.1
1949.549,14.4
1949.552,-26.4
1949.552,-24.3
1949.552,-4.1
1949.552,14.0
1949.552,20.7
1949.552,11.9
1949.552,14.2
1949.555,-26.2
1949.555,-24.1
1949.555,-8.3
1949.555,-4.7
1949.555,13.5
1949.555,20.4
1949.555,11.7
1949.555,13.9
1949.558,-26.1
1949.558,-7.3
1949.558,-4.2
1949.558,13.0
1949.558,13.8
1949.558,12.0
1949.558,13.7
1949.560,-7.2
1949.560,-4.5
1949.560,12.5
1949.560,14.0
1949.560,11.8
1949.560,13.4
1949.563,-4.6
1949.563,12.3
1949.563,12.9
1949.563,19.2
1949.566,-4.5
1949.566,-10.7
1949.566,12.2
1949.566,18.8
1949.582,-11.8
1949.582,-20.1
1949.582,-9.0
1949.582,-2.7
1949.582,11.8
1949.585,-12.1
1949.585,-19.5
1949.585,-2.9
1949.585,-9.2
1949.585,10.6
1949.588,-20.0
1949.588,-2.6
1949.590,-20.1
1949.590,-2.0
1949.590,9.7
1949.593,-2.8
1949.593,9.5
1949.596,9.9
1949.599,19.3
1949.599,8.4
1949.607,19.2
1949.610,19.0
1949.612,-10.4
1949.612,9.9
1949.612,18.9
1949.615,12.4
1949.615,13.1
1949.615,18.6
1949.618,9.9
1949.618,11.9
1949.618,12.8
1949.618,18.0
1949.618,13.0
1949.621,13.6
1949.621,14.5
1949.621,12.7
1949.621,9.4
1949.623,12.2
1949.623,15.8
1949.623,12.9
1949.623,12.2
1949.623,8.7
1949.634,10.4
1949.634,9.4
1949.636,-15.6
1949.636,-6.2
1949.636,10.1
1949.636,16.5
1949.636,19.8
1949.639,-16.7
1949.639,-6.2
1949.639,-10.5
1949.639,-14.6
1949.639,10.6
1949.639,16.1
1949.639,19.5
1949.639,11.4
1949.642,-13.0
1949.642,-14.3
1949.642,-10.2
1949.642,-18.2
1949.642,17.7
1949.642,19.9
1949.645,-13.3
1949.645,-10.4
1949.645,-14.6
1949.645,-18.2
1949.645,17.4
1949.645,19.5
1949.645,13.1
1949.648,-14.3
1949.648,-9.6
1949.648,-14.0
1949.648,-17.4
1949.648,18.1
1949.648,19.5
1949.651,-14.5
1949.651,-16.7
1949.651,17.6
1949.651,19.9
1949.653,-13.1
1949.653,-19.0
1949.653,9.1
1949.653,17.4
1949.653,19.6
1949.656,-13.2
1949.656,-18.8
1949.656,-19.2
1949.656,8.7
1949.656,11.6
1949.656,13.3
1949.656,17.2
1949.659,-13.6
1949.659,-19.7
1949.659,-19.6
1949.659,-6.2
1949.659,11.0
1949.659,12.9
1949.659,16.9
1949.662,-19.8
1949.662,-6.5
1949.662,-19.9
1949.662,10.3
1949.662,16.5
1949.664,-19.9
1949.664,-6.7
1949.664,-10.2
1949.664,-4.2
1949.664,10.5
1949.667,-6.6
1949.667,-17.8
1949.667,-10.1
1949.667,-2.9
1949.667,10.1
1949.667,10.5
1949.670,-6.5
1949.670,-10.4
1949.670,-17.9
1949.670,-2.9
1949.670,9.9
1949.670,13.3
1949.670,10.6
1949.681,-2.0
1949.681,-9.3
1949.681,-17.4
1949.681,-12.8
1949.681,7.6
1949.681,19.4
1949.681,10.3
1949.681,14.9
1949.681,9.6
1949.686,-12.1
1949.686,-14.6
1949.686,-23.6
1949.686,6.8
1949.686,18.5
1949.686,9.7
1949.686,8.6
1949.689,-24.6
1949.689,5.8
1949.689,12.2
1949.689,18.6
1949.689,9.8
1949.692,-13.3
1949.692,-24.2
1949.692,6.1
1949.692,14.9
1949.692,18.7
1949.694,-12.9
1949.694,-24.0
1949.694,-26.7
1949.694,14.8
1949.694,18.6
1949.694,18.7
1949.697,-13.0
1949.697,5.9
1949.697,6.5
1949.697,9.0
1949.697,-24.1
1949.697,-12.1
1949.697,14.2
1949.697,19.1
1949.700,5.6
1949.700,-23.7
1949.700,-12.3
1949.700,16.3
1949.700,17.7
1949.700,14.0
1949.711,-13.5
1949.711,-11.3
1949.711,7.2
1949.711,10.0
1949.711,15.7
1949.711,14.8
1949.714,-13.5
1949.714,-11.4
1949.714,9.6
1949.714,6.9
1949.714,13.9
1949.714,28.8
1949.714,15.8
1949.722,9.0
1949.725,-9.2
1949.725,-10.6
1949.725,8.8
1949.725,-13.7
1949.725,-5.9
1949.725,8.7
1949.725,13.3
1949.727,-11.2
1949.727,-15.8
1949.727,-26.8
1949.727,-6.5
1949.727,8.4
1949.727,12.6
1949.738,-5.4
1949.741,-6.5
1949.741,-9.3
1949.744,-6.6
1949.744,-8.6
1949.746,-8.5
1949.749,-8.5
1949.749,-9.9
1949.752,-9.6
1949.752,-13.5
1949.755,-28.4
1949.755,-8.7
1949.755,-13.4
1949.755,9.8
1949.755,23.0
1949.765,-8.8
1949.765,-14.2
1949.765,-33.2
1949.765,23.8
1949.765,9.3
1949.765,22.8
1949.765,21.2
1949.765,1.6
1949.765,1.8
1949.768,22.8
1949.768,21.5
1949.771,-14.0
1949.771,-9.8
1949.771,21.0
1949.771,22.8
1949.771,23.5
1949.771,20.0
1949.774,-33.2
1949.774,-9.9
1949.774,19.5
1949.774,23.1
1949.774,7.3
1949.776,-33.7
1949.776,-10.2
1949.776,20.2
1949.787,-15.8
1949.787,-11.1
1949.787,-9.9
1949.787,-5.4
1949.787,15.7
1949.787,20.6
1949.787,20.0
1949.790,-10.5
1949.790,-9.4
1949.790,15.3
1949.790,19.9
1949.790,19.2
1949.801,-4.6
1949.801,11.2
1949.801,14.1
1949.804,-3.9
1949.804,10.7
1949.804,12.1
1949.807,-5.5
1949.807,10.3
1949.809,-5.2
1949.809,11.0
1949.809,12.5
1949.837,19.7
1949.845,25.0
1949.870,-7.2
1949.870,-0.3
1949.870,11.6
1949.870,12.0
1949.870,10.2
1949.870,13.1
1949.872,-7.2
1949.872,-1.6
1949.872,12.6
1949.872,10.5
1949.872,14.6
1949.872,8.9
1949.875,-7.7
1949.875,-2.1
1949.875,11.8
1949.875,19.0
1949.875,11.4
1949.875,17.4
1949.875,8.9
1949.875,12.2
1949.885,19.2
1949.902,20.6
1949.924,19.2
1949.927,-9.7
1949.927,22.4
1949.927,21.9
1949.946,-14.2
1949.946,-5.3
1949.946,10.5
1949.946,12.4
1949.946,16.2
1949.946,-5.4
1949.946,-4.1
1949.971,-8.8
1949.971,-4.0
1949.971,14.1
1949.971,20.6
1949.971,6.5
1949.982,-3.4
1949.982,10.3
1949.982,10.2
1949.982,19.7
1949.984,-4.2
1949.984,-3.6
1949.984,-3.5
1949.984,23.4
1949.984,35.1
1949.984,10.5
1949.984,19.8
1949.987,22.2
1949.987,21.6
1949.987,33.6
1949.987,21.1
1949.987,-2.9
1949.990,20.8
1949.990,21.9
1949.990,33.1
1949.990,11.4
1949.990,-2.0
1949.993,4.0
1949.993,22.6
1949.993,22.8
1949.993,10.7
1950.009,4.9
1950.009,11.6
1950.012,4.6
1950.012,11.4
1950.012,-11.1
1950.015,-12.2
1950.015,8.7
1950.015,12.3
1950.042,-7.2
1950.042,8.7
1950.042,16.2
1950.042,14.5
1950.083,-15.8
1950.083,14.2
1950.083,10.5
1950.086,-16.3
1950.086,12.9
1950.088,12.5
1950.116,18.1
1950.116,16.7
1950.116,-6.6
1950.121,-17.9
1950.121,-7.6
1950.121,15.6
1950.121,17.4
1950.124,25.1
1950.124,12.4
1950.124,2.6
1950.124,-7.7
1950.124,15.7
1950.124,17.2
1950.124,-16.8
1950.127,-7.6
1950.127,2.6
1950.127,24.3
1950.127,15.4
1950.127,17.2
1950.127,-16.7
1950.138,-7.8
1950.138,17.2
1950.138,2.7
1950.138,15.6
1950.141,14.1
1950.141,17.3
1950.141,10.7
1950.143,6.1
1950.143,10.5
1950.143,14.8
1950.143,18.0
1950.143,11.0
1950.143,13.1
1950.149,5.0
1950.152,5.1
1950.168,-6.6
1950.168,-20.8
1950.168,-3.0
1950.168,4.8
1950.168,7.8
1950.168,26.6
1950.171,-20.7
1950.171,-2.8
1950.171,5.8
1950.171,10.5
1950.171,7.7
1950.171,-7.7
1950.171,26.3
1950.173,-21.2
1950.173,-29.6
1950.173,-26.4
1950.173,-3.8
1950.173,4.5
1950.173,26.7
1950.176,-20.9
1950.176,-26.6
1950.176,-23.5
1950.176,-17.0
1950.176,5.4
1950.176,10.8
1950.176,-3.4
1950.176,26.1
1950.179,-21.1
1950.179,22.9
1950.179,4.7
1950.179,28.5
1950.179,-3.7
1950.181,-21.5
1950.181,11.8
1950.181,22.0
1950.181,27.5
1950.181,3.7
